,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
5033,545155,tt7335892,0,0,en,2018-08-10,4.5,4,Drama,2018,4.7,295
5035,503619,tt7525778,0,0,en,2018-08-10,5.976,1043,Drama,2018,5.6,18898
5038,455207,tt3104988,30000000,238539198,en,2018-08-15,7.074,3195,Adventure,2018,6.9,174623
5039,455207,tt3104988,30000000,238539198,en,2018-08-15,7.074,3195,Action,2018,6.9,174623
5042,466282,tt3846674,0,0,en,2018-08-16,7.669,7814,Drama,2018,7.0,109963
5046,472226,tt7208564,0,0,en,2018-08-17,5.5,191,Drama,2018,5.4,6144
5050,522438,tt8360902,0,0,en,2018-08-18,4.913,63,Thriller,2018,2.8,1319
5052,522438,tt8360902,0,0,en,2018-08-18,4.913,63,Crime,2018,2.8,1319
5058,534271,tt7044076,0,0,en,2018-08-24,5.425,93,Adventure,2018,5.5,3739
5059,534271,tt7044076,0,0,en,2018-08-24,5.425,93,Drama,2018,5.5,3739
5062,493551,tt5208252,24000000,17506878,en,2018-08-29,6.697,813,Drama,2018,6.6,43587
5074,523777,tt7133686,22000000,0,en,2018-09-07,6.994,658,Adventure,2018,6.6,17975
5075,462919,tt3120280,0,0,en,2018-09-07,6.3370000000000015,3280,Action,2018,5.8,39577
5076,462919,tt3120280,0,0,en,2018-09-07,6.3370000000000015,3280,Adventure,2018,5.8,39577
5079,421658,tt5254610,20000000,0,en,2018-09-07,6.082000000000002,439,Mystery,2018,5.8,13298
5080,421658,tt5254610,20000000,0,en,2018-09-07,6.082000000000002,439,Thriller,2018,5.8,13298
5084,543774,tt7707314,0,0,en,2018-09-08,5.983,29,Drama,2018,5.7,1501
5087,452731,tt6485928,0,0,en,2018-09-12,5.435,138,Thriller,2018,6.2,8058
5088,539649,tt7945440,0,0,en,2018-09-13,6.358,558,Crime,2018,5.8,17736
5089,494974,tt7615302,0,0,en,2018-09-13,6.681,304,Family,2018,6.4,13046
5092,460071,tt5160938,0,844786,en,2018-09-14,6.239,211,Drama,2018,5.9,8310
5094,552957,tt6095984,0,0,en,2018-09-19,6.25,8,Thriller,2018,5.6,4129
5104,519035,tt0365545,0,0,en,2018-09-21,7.207999999999998,774,Drama,2018,6.4,9387
5107,478528,tt3665498,1500000,0,en,2018-09-21,5.03,67,Thriller,2018,5.2,5139
5108,478528,tt3665498,1500000,0,en,2018-09-21,5.03,67,Drama,2018,5.2,5139
5109,478528,tt3665498,1500000,0,en,2018-09-21,5.03,67,Action,2018,5.2,5139
5110,478528,tt3665498,1500000,0,en,2018-09-21,5.03,67,Crime,2018,5.2,5139
5111,454652,tt5437928,0,14273033,en,2018-09-21,6.949,797,Thriller,2018,6.7,24317
5112,454652,tt5437928,0,14273033,en,2018-09-21,6.949,797,Mystery,2018,6.7,24317
5118,400090,tt4068576,0,855756,en,2018-09-23,7.159,436,Drama,2018,7.3,31870
5122,505860,tt6958520,0,0,en,2018-09-28,5.5,8,Drama,2018,3.7,674
5124,566792,tt8183570,0,0,en,2018-10-01,5.8,7,Action,2018,4.5,170
5125,566792,tt8183570,0,0,en,2018-10-01,5.8,7,Adventure,2018,4.5,170
5126,566792,tt8183570,0,0,en,2018-10-01,5.8,7,Thriller,2018,4.5,170
5132,503646,tt8841148,15000,0,en,2018-10-01,6.0,10,Drama,2018,5.4,332
5134,499170,tt5583554,0,0,en,2018-10-04,6.75,26,Family,2018,5.6,1226
5137,545572,tt8254080,0,0,en,2018-10-05,5.1,11,Action,2018,5.5,295
5138,545572,tt8254080,0,0,en,2018-10-05,5.1,11,Crime,2018,5.5,295
5139,545572,tt8254080,0,0,en,2018-10-05,5.1,11,Drama,2018,5.5,295
5144,412157,tt5936866,0,0,en,2018-10-07,6.002999999999999,166,Mystery,2018,6.2,4821
5145,412157,tt5936866,0,0,en,2018-10-07,6.002999999999999,166,Thriller,2018,6.2,4821
5147,561131,tt8312428,3000,0,en,2018-10-10,5.4,8,Drama,2018,5.1,276
5148,442062,tt5664636,35000000,93320380,en,2018-10-11,6.106,1272,Action,2018,5.6,21799
5150,436549,tt6688354,0,0,en,2018-10-11,5.593,91,Drama,2018,4.8,2281
5151,436549,tt6688354,0,0,en,2018-10-11,5.593,91,Family,2018,4.8,2281
5152,361292,tt1034415,20000000,6348889,en,2018-10-11,6.937,2136,Thriller,2018,6.7,80607
5153,361292,tt1034415,20000000,6348889,en,2018-10-11,6.937,2136,Mystery,2018,6.7,80607
5156,463322,tt6832388,0,0,en,2018-10-12,6.1179999999999986,161,Adventure,2018,5.6,5598
5157,463322,tt6832388,0,0,en,2018-10-12,6.1179999999999986,161,Action,2018,5.6,5598
5162,445732,tt5936582,240000,0,en,2018-10-16,4.25,8,Drama,2018,3.8,371
5165,399402,tt1846589,40000000,31672678,en,2018-10-19,6.837999999999999,1838,Adventure,2018,6.6,64952
5169,637743,tt6028556,0,0,en,2018-10-21,6.3,10,Thriller,2018,5.7,122
5170,424694,tt1727824,52000000,903992901,en,2018-10-24,8.0,15313,Drama,2018,7.9,541761
5171,424694,tt1727824,52000000,903992901,en,2018-10-24,8.0,15313,Mystery,2018,7.9,541761
5173,446807,tt5177088,43000000,35164920,en,2018-10-25,6.107,1145,Thriller,2018,6.1,48516
5176,497515,tt7874116,0,0,en,2018-10-26,6.239,23,Action,2018,6.6,1461
5177,497515,tt7874116,0,0,en,2018-10-26,6.239,23,Thriller,2018,6.6,1461
5178,497515,tt7874116,0,0,en,2018-10-26,6.239,23,Crime,2018,6.6,1461
5179,497515,tt7874116,0,0,en,2018-10-26,6.239,23,Adventure,2018,6.6,1461
5181,565866,tt6739214,0,0,en,2018-10-27,5.5,4,Drama,2018,6.2,107
5182,565866,tt6739214,0,0,en,2018-10-27,5.5,4,Mystery,2018,6.2,107
5183,565866,tt6739214,0,0,en,2018-10-27,5.5,4,Thriller,2018,6.2,107
5184,554766,tt5859352,0,0,en,2018-10-27,5.2,10,Drama,2018,4.4,415
5186,554766,tt5859352,0,0,en,2018-10-27,5.2,10,Mystery,2018,4.4,415
5189,550385,tt8041006,0,0,en,2018-11-01,5.789,280,Drama,2018,5.2,5010
5194,557606,tt9777830,0,0,en,2018-11-02,7.4,24,Thriller,2018,7.4,939
5196,557606,tt9777830,0,0,en,2018-11-02,7.4,24,Drama,2018,7.4,939
5197,557606,tt9777830,0,0,en,2018-11-02,7.4,24,Action,2018,7.4,939
5201,473902,tt6984258,0,0,en,2018-11-05,4.9,110,Crime,2018,4.7,2169
5202,473902,tt6984258,0,0,en,2018-11-05,4.9,110,Thriller,2018,4.7,2169
5203,473902,tt6984258,0,0,en,2018-11-05,4.9,110,Drama,2018,4.7,2169
5207,422619,tt5639446,0,0,en,2018-11-08,5.902,158,Adventure,2018,5.9,6382
5209,422619,tt5639446,0,0,en,2018-11-08,5.902,158,Drama,2018,5.9,6382
5211,566039,tt8667202,0,0,en,2018-11-09,5.4,80,Drama,2018,5.3,1859
5215,537996,tt6412452,0,0,en,2018-11-09,7.144,3460,Drama,2018,7.3,150203
5216,537996,tt6412452,0,0,en,2018-11-09,7.144,3460,Crime,2018,7.3,150203
5221,556803,tt8954732,0,0,en,2018-11-16,7.037000000000001,2039,Drama,2018,6.1,29192
5223,544431,tt6269368,0,0,en,2018-11-16,6.435,535,Drama,2018,6.5,28952
5224,490132,tt6966692,23000000,319700000,en,2018-11-16,8.238,9701,Drama,2018,8.2,494880
5225,563355,tt8861786,0,0,en,2018-11-20,5.7,18,Action,2018,3.6,270
5227,563355,tt8861786,0,0,en,2018-11-20,5.7,18,Thriller,2018,3.6,270
5229,527435,tt2990140,0,0,en,2018-11-22,7.167000000000002,1849,Drama,2018,7.0,76931
5230,503616,tt2126357,16000000,72282227,en,2018-11-22,6.408,1064,Drama,2018,5.8,28177
5231,503616,tt2126357,16000000,72282227,en,2018-11-22,6.408,1064,Family,2018,5.8,28177
5234,550970,tt3313324,0,0,en,2018-11-24,4.5,6,Drama,2018,3.9,2197
5245,537406,tt4329242,0,0,en,2018-12-07,6.113,146,Thriller,2018,5.8,2304
5246,529982,tt6131450,0,0,en,2018-12-07,5.835,121,Drama,2018,5.5,3315
5247,529982,tt6131450,0,0,en,2018-12-07,5.835,121,Mystery,2018,5.5,3315
5250,345942,tt3076510,0,0,en,2018-12-07,6.629,31,Mystery,2018,5.1,672
5251,345942,tt3076510,0,0,en,2018-12-07,6.629,31,Drama,2018,5.1,672
5256,481375,tt2386237,0,0,en,2018-12-13,4.999,369,Family,2018,4.8,14768
5261,512412,tt3588588,0,0,en,2018-12-14,5.2,189,Crime,2018,3.8,4799
5262,472734,tt4878482,0,0,en,2018-12-20,6.83,1269,Thriller,2018,6.5,34718
5270,449459,tt4131496,0,0,en,2019-01-04,5.647,608,Drama,2018,5.9,18284
5274,623011,tt9724068,0,0,en,2019-01-10,4.7,7,Drama,2019,2.1,119
5285,460321,tt5316540,0,0,en,2019-01-18,5.822,763,Action,2019,5.7,25381
5286,460321,tt5316540,0,0,en,2019-01-18,5.822,763,Drama,2019,5.7,25381
5287,460321,tt5316540,0,0,en,2019-01-18,5.822,763,Thriller,2019,5.7,25381
5289,433249,tt3256226,0,0,en,2019-01-18,4.882,1204,Crime,2019,4.7,34827
5290,433249,tt3256226,0,0,en,2019-01-18,4.882,1204,Drama,2019,4.7,34827
5298,574284,tt7831358,0,0,en,2019-01-24,6.225,142,Thriller,2019,6.0,5675
5299,565591,tt8974964,0,0,en,2019-01-24,6.207999999999998,60,Mystery,2019,6.8,3091
5301,565591,tt8974964,0,0,en,2019-01-24,6.207999999999998,60,Thriller,2019,6.8,3091
5302,565591,tt8974964,0,0,en,2019-01-24,6.207999999999998,60,Drama,2019,6.8,3091
5303,523172,tt6107548,4000000,22384741,en,2019-01-25,6.454,690,Thriller,2019,6.5,38422
5304,483906,tt4139588,0,0,en,2019-01-25,6.2620000000000005,1875,Action,2019,6.3,91509
5305,483906,tt4139588,0,0,en,2019-01-25,6.2620000000000005,1875,Thriller,2019,6.3,91509
5308,566222,tt4736550,0,0,en,2019-01-26,6.8679999999999986,439,Drama,2019,7.0,23967
5311,505423,tt5913798,0,0,en,2019-01-26,3.996,696,Thriller,2019,4.1,19840
5316,510498,tt8128188,0,0,en,2019-01-27,5.772,195,Thriller,2019,6.2,8821
5322,514755,tt5258074,3500000,0,en,2019-02-05,4.4,11,Crime,2019,3.3,4150
5323,514755,tt5258074,3500000,0,en,2019-02-05,4.4,11,Drama,2019,3.3,4150
5324,438650,tt5719748,60000000,76419755,en,2019-02-07,5.73,2180,Action,2019,6.2,70574
5326,438650,tt5719748,60000000,76419755,en,2019-02-07,5.73,2180,Crime,2019,6.2,70574
5332,587138,tt7692822,0,0,en,2019-02-09,4.1,24,Drama,2019,5.2,3478
5336,582186,tt7200946,0,0,en,2019-02-14,5.757999999999999,360,Drama,2019,4.8,9120
5340,445629,tt6513120,11000000,39055536,en,2019-02-14,6.857,1465,Thriller,2019,7.1,82539
5348,680000,tt8493156,0,0,en,2019-02-23,6.667000000000002,3,Drama,2019,7.2,100
5349,680000,tt8493156,0,0,en,2019-02-23,6.667000000000002,3,Mystery,2019,7.2,100
5350,583903,tt9608818,0,0,en,2019-02-25,7.256,223,Drama,2019,7.3,12704
5360,399361,tt1488606,0,0,en,2019-03-06,6.287000000000001,2716,Action,2019,6.4,130672
5362,399361,tt1488606,0,0,en,2019-03-06,6.287000000000001,2716,Crime,2019,6.4,130672
5363,399361,tt1488606,0,0,en,2019-03-06,6.287000000000001,2716,Mystery,2019,6.4,130672
5366,581475,tt6155456,0,0,en,2019-03-08,5.247000000000001,78,Thriller,2019,6.0,2437
5369,580629,tt9735758,0,0,en,2019-03-08,6.169,180,Drama,2019,6.2,7873
5370,580629,tt9735758,0,0,en,2019-03-08,6.169,180,Family,2019,6.2,7873
5371,543093,tt8879946,0,0,en,2019-03-08,7.7120000000000015,26,Family,2018,7.8,2358
5378,520905,tt8332666,0,0,en,2019-03-10,5.422999999999999,65,Thriller,2019,4.9,2807
5379,596112,tt8887784,0,0,en,2019-03-11,4.667,3,Drama,2019,5.7,1727
5380,527641,tt6472976,7000000,92600000,en,2019-03-14,8.304,5003,Drama,2019,7.2,69152
5381,527641,tt6472976,7000000,92600000,en,2019-03-14,8.304,5003,Thriller,2019,7.2,69152
5385,600348,tt6385952,0,0,en,2019-03-15,5.449,49,Thriller,2019,5.6,2085
5391,327331,tt0800325,0,0,en,2019-03-22,7.513,1034,Action,2019,7.0,50722
5396,592608,tt8459444,0,0,en,2019-03-30,5.2,8,Drama,2019,4.6,366
5399,592348,tt5990444,0,0,en,2019-04-01,5.136,59,Adventure,2019,4.3,1760
5401,592348,tt5990444,0,0,en,2019-04-01,5.136,59,Mystery,2019,4.3,1760
5408,456740,tt2274648,50000000,44664690,en,2019-04-10,5.537000000000001,2926,Drama,2019,5.2,91772
5416,543540,tt8201170,0,0,en,2019-04-12,6.476,3032,Thriller,2019,5.8,40048
5417,520679,tt7942742,0,0,en,2019-04-12,5.9,96,Drama,2018,6.0,7550
5431,537476,tt8708304,1000000,0,en,2019-04-26,4.971,69,Drama,2019,4.8,2858
5435,599781,tt7548732,0,0,en,2019-04-30,3.0,4,Drama,2019,4.3,1749
5437,599781,tt7548732,0,0,en,2019-04-30,3.0,4,Mystery,2019,4.3,1749
5439,499573,tt7555072,0,3681669,en,2019-05-02,5.667000000000002,30,Drama,2019,6.3,2178
5440,457799,tt2481498,0,0,en,2019-05-02,7.021,2964,Drama,2019,6.7,95811
5442,457799,tt2481498,0,0,en,2019-05-02,7.021,2964,Crime,2019,6.7,95811
5443,600751,tt6747818,0,0,en,2019-05-03,6.5,71,Drama,2019,5.3,4715
5446,524247,tt6722030,0,25724305,en,2019-05-03,6.046,492,Drama,2019,5.6,18387
5453,599243,tt7201818,0,0,en,2019-05-07,5.332999999999998,3,Drama,2019,5.4,146
5455,513083,tt8169446,0,0,en,2019-05-08,5.504,458,Adventure,2019,5.4,21668
5457,513083,tt8169446,0,0,en,2019-05-08,5.504,458,Drama,2019,5.4,21668
5460,538207,tt7903530,4000000,143837,en,2019-05-09,6.9,256,Thriller,2019,5.2,4593
5465,515320,tt3612008,0,0,en,2019-05-11,4.0,14,Drama,2019,3.4,614
5466,601197,tt10207850,0,0,en,2019-05-12,6.2,16,Thriller,2018,4.8,415
5467,586707,tt6547786,1500000,0,en,2019-05-14,6.3420000000000005,184,Drama,2019,5.4,3192
5469,586707,tt6547786,1500000,0,en,2019-05-14,6.3420000000000005,184,Thriller,2019,5.4,3192
5472,606960,tt10091696,0,0,en,2019-05-15,5.167000000000002,6,Drama,2019,4.4,1501
5473,458156,tt6146586,55000000,326709727,en,2019-05-15,7.435,8491,Drama,2019,7.4,347375
5474,602609,tt9032888,0,0,en,2019-05-16,5.9929999999999986,214,Thriller,2019,5.7,3101
5478,527261,tt7315484,0,2325977,en,2019-05-16,6.01,1297,Family,2019,5.3,46358
5480,508791,tt6423362,0,1040000,en,2019-05-16,6.9929999999999986,542,Mystery,2019,5.9,7583
5481,508791,tt6423362,0,1040000,en,2019-05-16,6.9929999999999986,542,Thriller,2019,5.9,7583
5482,506815,tt3170458,0,0,en,2019-05-17,7.154,68,Drama,2019,5.7,1841
5486,411144,tt5952138,0,0,en,2019-05-17,5.441,244,Thriller,2018,5.6,8117
5487,511778,tt3602422,0,0,en,2019-05-20,5.0,28,Drama,2019,4.6,3097
5489,604196,tt10376068,0,0,en,2019-05-23,6.2,90,Drama,2019,6.9,5336
5491,531306,tt8179388,0,0,en,2019-05-24,5.9910000000000005,837,Thriller,2019,5.2,24562
5494,606446,tt10115644,1500,0,en,2019-05-31,4.0,3,Crime,2019,5.0,68
5497,555637,tt7056906,2000000,0,en,2019-05-31,5.167000000000002,9,Family,2018,4.5,401
5499,513576,tt7374948,0,0,en,2019-05-31,6.643,1176,Action,2019,6.8,57428
5501,455957,tt3282076,7800000,0,en,2019-05-31,4.647,228,Drama,2019,4.5,6059
5503,565743,tt6803046,0,0,en,2019-06-01,6.57,840,Crime,2019,6.7,40357
5504,565743,tt6803046,0,0,en,2019-06-01,6.57,840,Drama,2019,6.7,40357
5509,524787,tt6214468,0,0,en,2019-06-04,5.377999999999999,37,Family,2018,5.3,4946
5514,600836,tt6490930,3782500,0,en,2019-06-07,6.301,78,Family,2019,4.1,2361
5515,600836,tt6490930,3782500,0,en,2019-06-07,6.301,78,Adventure,2019,4.1,2361
5517,590978,tt10215424,0,0,en,2019-06-07,6.776,29,Family,2019,7.0,1768
5522,505948,tt6292852,0,643593,en,2019-06-07,6.669,2193,Drama,2019,6.7,92464
5523,505948,tt6292852,0,643593,en,2019-06-07,6.669,2193,Mystery,2019,6.7,92464
5528,594937,tt8192948,0,0,en,2019-06-09,7.9,9,Crime,2019,7.7,404
5529,574638,tt9577852,0,0,en,2019-06-11,7.055,110,Crime,2019,7.6,6986
5530,574638,tt9577852,0,0,en,2019-06-11,7.055,110,Drama,2019,7.6,6986
5531,574638,tt9577852,0,0,en,2019-06-11,7.055,110,Thriller,2019,7.6,6986
5532,574638,tt9577852,0,0,en,2019-06-11,7.055,110,Action,2019,7.6,6986
5534,486131,tt4463894,30000000,21360215,en,2019-06-14,6.544,1471,Thriller,2019,6.4,54558
5545,514222,tt5789944,0,0,en,2019-06-21,5.0360000000000005,14,Drama,2017,5.0,384
5548,611444,tt10524262,0,0,en,2019-06-25,7.235,17,Drama,2019,7.0,2035
5549,611444,tt10524262,0,0,en,2019-06-25,7.235,17,Mystery,2019,7.0,2035
5552,525235,tt6514218,0,0,en,2019-06-28,6.0,5,Crime,2018,5.6,320
5553,525235,tt6514218,0,0,en,2019-06-28,6.0,5,Action,2018,5.6,320
5554,525235,tt6514218,0,0,en,2019-06-28,6.0,5,Drama,2018,5.6,320
5557,611640,tt10563420,0,0,en,2019-07-11,5.685,46,Thriller,2019,5.6,2136
5560,531503,tt2499472,0,0,en,2019-07-12,6.049,461,Drama,2019,5.7,14671
5562,510026,tt6435258,0,0,en,2019-07-12,7.8,18,Mystery,2018,7.4,777
5563,510026,tt6435258,0,0,en,2019-07-12,7.8,18,Thriller,2018,7.4,777
5566,611605,tt7541106,0,0,en,2019-07-18,6.1,340,Drama,2019,5.8,13524
5568,611605,tt7541106,0,0,en,2019-07-18,6.1,340,Mystery,2019,5.8,13524
5571,611651,tt10556320,0,130023,en,2019-07-21,5.146,89,Crime,2019,5.1,2363
5572,611651,tt10556320,0,130023,en,2019-07-21,5.146,89,Drama,2019,5.1,2363
5575,616464,tt9075778,0,0,en,2019-07-24,7.2,4,Thriller,2019,5.8,517
5579,542417,tt6043142,0,0,en,2019-07-26,6.897,302,Adventure,2018,6.8,19189
5580,542417,tt6043142,0,0,en,2019-07-26,6.897,302,Drama,2018,6.8,19189
5590,576697,tt9617582,0,0,en,2019-07-31,7.119,21,Action,2019,6.3,895
5592,620079,tt8525560,0,0,en,2019-08-02,5.5,5,Family,2018,4.4,305
5593,620079,tt8525560,0,0,en,2019-08-02,5.5,5,Adventure,2018,4.4,305
5595,454640,tt6095472,65000000,147792047,en,2019-08-02,7.1,1384,Drama,2019,6.4,30589
5596,454640,tt6095472,65000000,147792047,en,2019-08-02,7.1,1384,Thriller,2019,6.4,30589
5598,616904,tt10662450,0,0,en,2019-08-05,5.7,62,Family,2019,2.6,1709
5599,616904,tt10662450,0,0,en,2019-08-05,5.7,62,Adventure,2019,2.6,1709
5604,570480,tt6772524,0,12127842,en,2019-08-08,6.64,150,Drama,2019,5.8,3511
5606,508664,tt0441881,23934823,2078370,en,2019-08-08,6.896,254,Action,2019,6.8,13536
5607,508664,tt0441881,23934823,2078370,en,2019-08-08,6.896,254,Crime,2019,6.8,13536
5608,508664,tt0441881,23934823,2078370,en,2019-08-08,6.896,254,Adventure,2019,6.8,13536
5615,439059,tt6172460,0,0,en,2019-08-09,6.622999999999998,130,Crime,2019,6.9,3968
5616,439059,tt6172460,0,0,en,2019-08-09,6.622999999999998,130,Action,2019,6.9,3968
5617,720065,tt10319676,0,0,en,2019-08-11,3.5,7,Drama,2019,2.6,238
5630,423204,tt6189022,40000000,146661977,en,2019-08-21,6.534,2917,Family,2019,6.4,99507
5631,713986,tt4533594,0,0,en,2019-08-22,5.667000000000002,6,Crime,2016,4.9,264
5632,713986,tt4533594,0,0,en,2019-08-22,5.667000000000002,6,Drama,2016,4.9,264
5634,713986,tt4533594,0,0,en,2019-08-22,5.667000000000002,6,Thriller,2016,4.9,264
5644,456529,tt3016748,0,0,en,2019-08-23,4.581,62,Drama,2019,3.6,3257
5648,594500,tt10187550,0,0,en,2019-08-24,8.0,4,Crime,2019,7.2,152
5649,594500,tt10187550,0,0,en,2019-08-24,8.0,4,Mystery,2019,7.2,152
5650,791906,tt9284386,0,0,en,2019-08-25,2.8,4,Drama,2019,4.6,250
5651,791906,tt9284386,0,0,en,2019-08-25,2.8,4,Thriller,2019,4.6,250
5652,627158,tt10917276,0,0,en,2019-08-26,7.0,2,Drama,2019,7.4,138
5658,625561,tt10856726,0,0,en,2019-08-28,6.968,186,Drama,2019,6.3,4822
5669,509853,tt7869070,18000000,3153,en,2019-08-30,4.493,229,Drama,2019,4.1,12268
5670,473033,tt5727208,19000000,50020902,en,2019-08-30,7.131,3907,Family,2019,7.4,285343
5671,466081,tt1833116,60000000,2927708,en,2019-08-30,6.513,651,Family,2019,6.6,38287
5674,656086,tt10945950,0,0,en,2019-09-05,6.5,3,Drama,2019,5.1,26
5677,643717,tt7512492,72000,0,en,2019-09-05,6.0,5,Adventure,2019,4.2,2897
5678,643717,tt7512492,72000,0,en,2019-09-05,6.0,5,Family,2019,4.2,2897
5679,619638,tt9386648,0,0,en,2019-09-05,6.0,2,Drama,2019,5.8,352
5684,619651,tt10728282,0,0,en,2019-09-06,7.0,3,Family,2019,7.6,304
5686,602703,tt10276114,0,0,en,2019-09-06,8.0,4,Drama,2019,8.4,67
5687,505707,tt6149154,0,761361,en,2019-09-06,5.9620000000000015,291,Drama,2019,5.9,12570
5689,622103,tt8150728,0,0,en,2019-09-07,5.332999999999998,3,Action,2019,5.5,506
5703,622963,tt9664078,0,0,en,2019-09-12,6.085,201,Family,2019,5.9,7192
5706,540901,tt5503686,20000000,157600000,en,2019-09-12,6.494,2635,Family,2019,6.3,101468
5707,524348,tt8236336,0,0,en,2019-09-12,7.035,843,Drama,2019,7.2,44683
5709,630016,tt9844368,0,0,en,2019-09-13,3.7,3,Action,2019,4.5,398
5711,625450,tt9252508,0,0,en,2019-09-13,6.403,1699,Drama,2019,5.2,24510
5712,625450,tt9252508,0,0,en,2019-09-13,6.403,1699,Family,2019,5.2,24510
5717,632040,tt10234048,1500000,0,en,2019-09-14,7.3,21,Drama,2019,5.2,311
5718,489064,tt8134742,3000000,2295825,en,2019-09-16,5.9,356,Drama,2019,5.4,15962
5721,584962,tt9398640,0,0,en,2019-09-20,5.9510000000000005,706,Family,2019,6.1,33508
5722,523139,tt4687108,0,0,en,2019-09-20,5.528,1836,Drama,2019,5.4,57700
5723,523139,tt4687108,0,0,en,2019-09-20,5.528,1836,Thriller,2019,5.4,57700
5724,523139,tt4687108,0,0,en,2019-09-20,5.528,1836,Mystery,2019,5.4,57700
5729,568091,tt4332232,0,0,en,2019-09-22,6.7,1995,Crime,2019,6.4,77563
5731,472500,tt6910006,0,0,en,2019-09-23,6.1,41,Thriller,2019,6.7,4706
5732,487291,tt7600382,0,0,en,2019-09-26,7.5,115,Drama,2019,7.0,4212
5734,474568,tt7262820,0,0,en,2019-09-26,4.4,7,Drama,2017,5.3,269
5740,530382,tt8110640,0,0,en,2019-09-27,6.152,1162,Thriller,2019,6.2,54412
5744,492188,tt7653254,18000000,2300000,en,2019-09-28,7.758999999999999,6092,Drama,2019,7.9,312787
5751,475557,tt7286456,55000000,1074251311,en,2019-10-01,8.172,21911,Family,2019,8.4,1288481
5754,633545,tt9241780,0,0,en,2019-10-03,5.8,6,Thriller,2019,4.8,170
5760,627879,tt5266668,0,0,en,2019-10-04,5.574,108,Drama,2019,2.8,1443
5762,595090,tt6907054,0,0,en,2019-10-04,6.5,2,Drama,2018,6.0,223
5763,595090,tt6907054,0,0,en,2019-10-04,6.5,2,Crime,2018,6.0,223
5764,595090,tt6907054,0,0,en,2019-10-04,6.5,2,Thriller,2018,6.0,223
5766,528888,tt8526872,0,0,en,2019-10-04,7.019,990,Drama,2019,7.2,61662
5767,515725,tt7647840,0,0,en,2019-10-04,5.417000000000002,12,Drama,2019,5.6,810
5768,515725,tt7647840,0,0,en,2019-10-04,5.417000000000002,12,Thriller,2019,5.6,810
5771,552646,tt7021088,0,0,en,2019-10-07,6.5,8,Adventure,2019,5.9,626
5772,552646,tt7021088,0,0,en,2019-10-07,6.5,8,Action,2019,5.9,626
5773,552646,tt7021088,0,0,en,2019-10-07,6.5,8,Crime,2019,5.9,626
5774,552646,tt7021088,0,0,en,2019-10-07,6.5,8,Thriller,2019,5.9,626
5776,637084,tt8992690,0,0,en,2019-10-10,3.5,2,Drama,2019,4.2,255
5780,610445,tt5815016,0,0,en,2019-10-10,6.725,20,Action,2019,6.3,1106
5781,481084,tt1620981,40000000,203044905,en,2019-10-10,6.649,1959,Thriller,2019,5.8,41371
5783,468816,tt7439064,2900000,1560697,en,2019-10-10,5.956,103,Thriller,2019,5.7,3995
5787,504949,tt7984766,0,0,en,2019-10-11,7.165,2732,Drama,2019,7.3,132388
5788,504949,tt7984766,0,0,en,2019-10-11,7.165,2732,Thriller,2019,7.3,132388
5790,625213,tt8228290,0,0,en,2019-10-12,6.6,5,Action,2019,3.7,436
5791,625213,tt8228290,0,0,en,2019-10-12,6.6,5,Thriller,2019,3.7,436
5794,614626,tt7336182,0,0,en,2019-10-12,5.443,35,Thriller,2019,5.0,1506
5795,552294,tt8236588,0,0,en,2019-10-16,6.7,26,Mystery,2018,5.1,732
5799,639411,tt11066130,0,0,en,2019-10-18,7.1,7,Drama,2019,6.7,897
5800,639411,tt11066130,0,0,en,2019-10-18,7.1,7,Thriller,2019,6.7,897
5802,627070,tt10915286,0,0,en,2019-10-18,7.379,177,Drama,2019,7.6,15060
5803,627070,tt10915286,0,0,en,2019-10-18,7.379,177,Mystery,2019,7.6,15060
5807,643930,tt7505170,1000000,0,en,2019-10-21,4.5,2,Action,2019,5.0,1204
5808,634541,tt11101698,0,0,en,2019-10-23,7.713999999999999,42,Drama,2019,8.2,2467
5811,580630,tt9026184,0,0,en,2019-10-25,5.202000000000001,245,Action,2019,4.7,10455
5813,560362,tt9257484,0,0,en,2019-10-25,5.242000000000001,380,Family,2019,4.6,8898
5815,934809,tt11151792,0,0,en,2019-10-28,7.0,7,Drama,2019,7.1,1502
5820,655978,tt11197384,20000000,70049,en,2019-10-31,8.2,2,Drama,2019,8.1,61
5822,513409,tt8178486,0,0,en,2019-11-01,5.831,370,Drama,2019,5.9,14910
5824,510457,tt4634402,0,0,en,2019-11-02,5.4,5,Family,2019,4.0,685
5845,508965,tt4729430,0,0,en,2019-11-08,8.265,3258,Family,2019,8.2,159291
5852,634550,tt8348022,0,0,en,2019-11-11,5.2,15,Drama,2019,4.2,4410
5854,634550,tt8348022,0,0,en,2019-11-11,5.2,15,Mystery,2019,4.2,4410
5855,590191,tt10011682,0,0,en,2019-11-13,4.0,3,Action,2019,6.5,220
5856,590191,tt10011682,0,0,en,2019-11-13,4.0,3,Adventure,2019,6.5,220
5857,590191,tt10011682,0,0,en,2019-11-13,4.0,3,Crime,2019,6.5,220
5858,590191,tt10011682,0,0,en,2019-11-13,4.0,3,Mystery,2019,6.5,220
5859,590191,tt10011682,0,0,en,2019-11-13,4.0,3,Thriller,2019,6.5,220
